X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
1483.354069,7.73961201,0.35,0.482869838,8.463823552,0.033475344,41.44543186,184.0986235,0.993139612,3.14079224,0.376831039,12.36038799,"(6,9]"
1348.883878,7.846448906,0.296967336,0.364644891,6.918714415,0.041651633,37.65163321,161.1161223,0.994041939,3.247226551,0.366516332,11.28128558,"(6,9]"
1447.43019,7.861802076,0.35,0.460875626,7.889530241,0.034941625,39.73477093,178.2335003,0.993261802,3.143236042,0.367055834,12.23819792,"(6,9]"
4060.061135,6.8,0.181466768,0.345599695,5.722688997,0.053266616,50.65317093,137.7196346,0.992936005,3.102933536,0.525332318,10.95599695,"(6,9]"
4145.458959,6.660026683,0.181399733,0.347200534,5.23203202,0.051760427,52.44010673,141.6002668,0.992618048,3.108398399,0.523203202,11.04199199,"(6,9]"
3703.622735,6.8,0.188006922,0.325979233,7.161522903,0.049996539,40.18892434,114.1750798,0.993230312,3.116013845,0.459930777,10.75979233,"(6,9]"
87.4640815,6.607352294,0.280378244,0.377037824,2.751891218,0.034445389,20.18487025,101.4075649,0.990933404,3.164075649,0.358886527,11.11848703,"(6,9]"
315.2983004,7.1,0.203841712,0.368768342,2.252201089,0.028093818,22.75366848,98.76834241,0.990570965,3.151231658,0.38492663,11.3507337,"(6,9]"
243.0716089,7.099811556,0.210056533,0.369981156,2.400753778,0.026015076,22.99811556,100.0226133,0.990299435,3.150075378,0.38,11.40226133,"(6,9]"
2482.85736,7.165539845,0.296638496,0.331680752,2.518497752,0.042495774,28.16807519,124.3276992,0.99088538,3.329915488,0.446723008,12.5159624,"(6,9]"
2303.485435,7.315533966,0.284466034,0.326893207,2.191262238,0.042223302,28.93203796,123.6019431,0.990895922,3.326019431,0.432233017,12.5067962,"(6,9]"
2302.107887,7.306924293,0.293075707,0.328615141,2.251529947,0.042653785,28.4154576,124.3768136,0.990864927,3.333768136,0.436537853,12.55845424,"(6,9]"
3741.22749,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
3827.475864,7.113784031,0.152844601,0.277155399,14.92756806,0.05071554,27.86215969,145.0175589,0.998056541,2.942932395,0.401378403,8.914661977,"(6,9]"
3743.222362,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
3090.220512,5.804485946,0.310299063,0.319700937,4.477570268,0.024179438,28.02990631,94.44859465,0.989062393,3.250897189,0.518205621,13.69102811,"(6,9]"
2884.189482,6.28230125,0.351340107,0.306219964,2.915295894,0.030201016,35.57901964,102.9570232,0.98897732,3.229329946,0.526890018,13.56219964,"(6,9]"
3226.91217,5.903061661,0.316870777,0.313129223,3.984691695,0.028122466,28.68707774,104.3061661,0.989114966,3.270612332,0.478775336,13.49387668,"(6,9]"
1258.743187,7.756622882,0.193301314,0.436794746,1.321688559,0.040094034,25.78311441,86.76390254,0.992344338,3.070940339,0.591324576,10.62168856,"(6,9]"
1061.242997,7.242299471,0.208731016,0.375075937,1.578850264,0.048323208,23.21149736,93.45010688,0.99239577,3.153232085,0.488459894,10.87885026,"(6,9]"
1276.487758,8.349521806,0.18747609,0.463833684,1.249521806,0.035990436,30.6166316,97.44739862,0.992374761,3.041118497,0.608977142,10.77380451,"(6,9]"
4414.988145,6.346085451,0.29921709,0.285391455,3.207829097,0.038228945,30.00296377,138.3102001,0.989503072,3.180753272,0.378434181,12.83072363,"(6,9]"
4419.592958,6.476852994,0.3417902,0.26205245,2.617901996,0.044384265,19,127.1527949,0.98952,3.256419601,0.465632849,12.9384265,"(6,9]"
4451.723601,6.555450616,0.341090123,0.264454938,2.789098767,0.043812016,20.93047329,130.6334774,0.98951703,3.229605144,0.462180247,12.97030041,"(6,9]"
2337.821667,7.376428301,0.200785723,0.312095262,1.607857233,0.037947618,34.18333543,115.528566,0.991168571,3.248428553,0.391047631,11.99738092,"(6,9]"
2550.862177,7.279607631,0.215049046,0.352137329,1.810686646,0.040106866,35.80588554,116.6019618,0.991031451,3.222911717,0.417088283,11.96990191,"(6,9]"
2812.370407,7.144983059,0.231877118,0.399255929,2.046279646,0.042462796,37.82525411,117.2750847,0.990842976,3.192621188,0.447378812,11.93624576,"(6,9]"
3386.359813,7.232764854,0.353361757,0.340127908,4.534470291,0.021987209,41.32338495,109.3532301,0.990101109,3.119829456,0.493319121,12.86595607,"(6,9]"
3804.237876,7.476781242,0.341160938,0.285224221,4.046437517,0.027477578,45.59367173,100.8126565,0.989625277,3.193034373,0.499419531,13.17097655,"(6,9]"
3782.693834,7.5,0.342786644,0.280696661,4.062699487,0.027512337,45.44267122,100.9056593,0.989627373,3.191640068,0.498606678,13.18606678,"(6,9]"
2170.94703,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
2168.106923,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
2169.830547,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
4579.899162,6.28974447,0.158290173,0.293675184,1.136751843,0.035367518,43.26496314,127.8718917,0.991265642,3.232478133,0.553675184,10.73675184,"(6,9]"
4733.998053,6.339706372,0.113541597,0.294019575,1.411517077,0.035301468,44.5024469,139.2965743,0.991384829,3.168995106,0.536936381,10.76029363,"(6,9]"
4720.510987,6.492059772,0.15333138,0.336029886,1.652358631,0.037761793,38.01611483,122.5086433,0.991783636,3.193014943,0.563808966,10.79205977,"(6,9]"
1065.673653,7.3,0.340819939,0.353606646,1.974312194,0.043546445,34.90710976,110.2677744,0.991027322,3.373606646,0.507322256,12.75464451,"(6,9]"
994.7382153,7.431227761,0.306561388,0.385929716,2.568772239,0.042687722,32.03158359,109.9684164,0.991066403,3.307508896,0.526719306,12.8,"(6,9]"
1037.873778,7.466226189,0.308311309,0.398179166,2.533773811,0.042337738,31.50660716,110.4933928,0.991070778,3.293509524,0.525844345,12.8,"(6,9]"
1066.723429,8.162189333,0.289243787,0.33453728,9.084875733,0.036,26.48757333,117.9243787,0.995163882,2.967562133,0.398487573,10.98318347,"(6,9]"
1042.029958,8.013433485,0.28626867,0.352387982,9.025373394,0.036,20.53733939,117.626867,0.994628361,2.997313303,0.392537339,11.31044633,"(6,9]"
1035.353676,7.973214916,0.285464298,0.35721421,9.009285967,0.036,18.92859666,117.5464298,0.994483574,3.005357017,0.390928597,11.39892718,"(6,9]"
1111.668805,7.956416975,0.277820849,0.342179151,8.430146682,0.03112834,23.73729707,110.3880305,0.99487373,2.972179151,0.424358302,10.83910424,"(6,9]"
1090.311464,7.556697909,0.265669791,0.380446527,7.944652724,0.028357222,10.86604183,105.5358327,0.993691069,3.031339582,0.427767364,11.37902427,"(6,9]"
1191.054236,7.456351269,0.252817563,0.367182437,7.054965991,0.021127025,14.98614721,94.76097717,0.993998615,2.997182437,0.474364873,10.71408782,"(6,9]"
3152.746523,6.803339895,0.387996063,0.337328084,7.319842523,0.020233793,38.26719159,133.3339895,0.992129352,3.182337926,0.439666011,11.97328084,"(6,9]"
3162.847838,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"(6,9]"
2936.825668,6.874399451,0.345360329,0.280480439,5.614413167,0.025207962,43.95195611,140.4399451,0.992328318,3.232079616,0.432560055,11.40480439,"(6,9]"
3692.760861,6.97580058,0.135760033,0.348179975,1.866599089,0.040182002,44.57600331,123.4239967,0.99216786,3.058179975,0.673940008,10.25760033,"(6,9]"
3870.841905,7.138384901,0.181801258,0.321279497,1.941242779,0.043744101,43.94782385,121,0.991683503,3.053080755,0.666919245,10.67441007,"(6,9]"
4109.580519,7.513219884,0.157169503,0.332830497,1.171695029,0.040018652,42.47120464,113.0746081,0.991691289,3.048491491,0.691321988,10.72643977,"(6,9]"
3274.581198,6.950042512,0.210008502,0.28,10.40017005,0.039,31.25063768,116.0008502,0.993677392,3.064987246,0.525021256,11.35012754,"(6,9]"
3339.369313,6.983707082,0.216741416,0.28,10.53482833,0.039,31.75560622,116.6741416,0.993591547,3.054887876,0.541853541,11.45112124,"(6,9]"
3177.345336,6.849095563,0.199879408,0.28,10.39879408,0.039,30.49095563,115.9939704,0.994123437,3.080180887,0.499698521,11.19819113,"(6,9]"
3629.652203,5.979864409,0.309722034,0.272291525,4.428474578,0.031229153,48.05559325,118.340339,0.989788895,3.162569492,0.53659661,12.79444067,"(6,9]"
2981.880602,6.560820895,0.267835821,0.225671642,3.644402995,0.027175373,50.3507463,126.7835821,0.990831231,3.200410447,0.403507463,11.65261195,"(6,9]"
3618.347613,6.044726808,0.306015611,0.269511708,4.474804863,0.030951171,48.79687781,119.5449264,0.9899075,3.163496097,0.524550736,12.72031222,"(6,9]"
2866.213687,7.194417773,0.353807238,0.28563454,4.856345396,0.026675099,32.3249015,107.3249015,0.99026,3.08,0.47563454,12.73807238,"(6,9]"
2780.777919,7.599038963,0.389903896,0.319711689,3.612493483,0.034865455,22.15376595,93.19220744,0.99142866,3.08,0.598846755,12.50480519,"(6,9]"
3215.536163,7.5,0.368566538,0.287141635,4.642747106,0.023000856,40.28669239,109.2841249,0.990065631,3.114300386,0.485716731,13.05716731,"(6,9]"
3882.335225,6.8,0.368480831,0.348607668,8.045575067,0.02387345,40.58230027,130.8480831,0.992576206,3.223038338,0.401265496,11.97848083,"(6,9]"
3399.071101,6.8,0.382838054,0.342864778,7.614858379,0.02128915,38.85943351,132.2838054,0.992271833,3.194323892,0.427108497,11.99283805,"(6,9]"
4868.852444,6.150109633,0.321431704,0.285726815,6.764645938,0.021572682,30.07377785,131.7136592,0.991973061,3.159306075,0.359284148,11.4857926,"(6,9]"
3205.809952,6.8,0.449762441,0.359920814,5.009502378,0.032948529,28.03959324,155.9089355,0.991004434,3.110277153,0.400158373,12.39841627,"(6,9]"
3277.737792,6.770478275,0.455904345,0.339334793,4.926195688,0.033295217,28.29521725,149.5052205,0.990870104,3.163139105,0.417713035,12.57713035,"(6,9]"
3176.052579,6.991153749,0.392653875,0.366371792,4.872564167,0.024079492,35.00897079,129.2384752,0.990592205,3.090884625,0.457346125,12.59115375,"(6,9]"
3267.390945,6.5,0.164859081,0.33757046,1.4,0.029,30.45772426,134.2147702,0.991094577,3.337288621,0.630281838,11.5,"(6,9]"
2959.583018,6.442090627,0.208954687,0.324209063,1.689546866,0.034211844,37.89546866,126.4181254,0.990908363,3.336836251,0.559463439,11.67372812,"(6,9]"
2679.008574,6.5,0.196214248,0.325946438,1.724284958,0.028594644,35.4053562,119.3536149,0.990985965,3.323517942,0.595946438,11.66214248,"(6,9]"
2267.432736,6.188349901,0.240550033,0.298220013,1.5,0.035588999,17.88349901,87.41749505,0.99100738,3.361229954,0.434110007,11.07055003,"(6,9]"
2538.244047,6.195625472,0.274781274,0.31,1.547812736,0.035,18.67344576,82.04374528,0.990705015,3.308046816,0.49976592,11.1717191,"(6,9]"
2465.398835,6.105287202,0.268237599,0.30929504,1.5,0.035035248,17.05287202,83.2643601,0.990774804,3.322467361,0.43964752,11.0982376,"(6,9]"
911.8366226,8.595768636,0.228510981,0.334890195,13.57868234,0.044,36.48901949,168.1065883,0.999831896,3.133401175,0.502758429,8.77021961,"(6,9]"
1268.776081,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"(6,9]"
998.2077711,7.524988656,0.260715258,0.42,14.46428247,0.041285649,47.71435054,169.7858763,0.999689271,3.257501134,0.778216392,8.871435054,"(6,9]"
2874.658894,5.536442344,0.223177883,0.346355766,1.534110586,0.035116588,61.72018907,112.1312477,0.989657668,3.236588941,0.972944707,12.20233176,"(6,9]"
2882.692305,5.710079604,0.201757297,0.321498673,1.6,0.042452255,34.25331683,89.60477623,0.989503462,3.240490713,0.925013267,12.32506634,"(6,9]"
2918.534153,5.339301864,0.167769338,0.327678302,1.6,0.031946886,18.80424434,67.35811184,0.989682671,3.283748116,0.863216977,12.01608489,"(6,9]"
632.8773037,7.472317364,0.33,0.371280439,6.534084832,0.036851218,20.51217572,131.1073054,0.992229756,3.104670858,0.351695209,11.95743912,"(6,9]"
497.9942768,7.35983372,0.332991686,0.38504157,6.59570669,0.036803326,26.016628,134.4099768,0.992119667,3.068891918,0.326925174,11.92991686,"(6,9]"
899.8353878,7.236812527,0.285768769,0.425274989,7.007968682,0.031049378,27.57687692,130.4175033,0.992631875,3.023681253,0.325274989,11.39450022,"(6,9]"
3547.903363,6.233338381,0.307618903,0.273809452,4.114283551,0.035714329,40.42850653,103.8570131,0.989955244,3.184762193,0.588571645,12.75237807,"(6,9]"
3568.562501,5.888783481,0.326658761,0.286658761,3.922670206,0.032887835,44.00237168,109.8949498,0.989442243,3.184415457,0.561121652,12.95560826,"(6,9]"
3848.487812,6.330846505,0.327583522,0.295167043,3.920823925,0.035033409,36.8997742,94.52449194,0.990081849,3.228251694,0.615501129,12.62082392,"(6,9]"
3241.345104,5.965077183,0.306030873,0.331430536,1.725385914,0.032301544,43.09536903,143.7461409,0.988854587,3.216662084,0.496830198,12.83492282,"(6,9]"
3096.656534,5.918619555,0.287447822,0.3732424,1.381380445,0.029882827,41.60032899,140.4831557,0.988296694,3.078138044,0.64,12.97447822,"(6,9]"
3189.882356,5.886922075,0.28523117,0.375614282,1.779259837,0.031130779,46.86922075,142.8150639,0.988503857,3.09046234,0.630845452,12.91307793,"(6,9]"
3353.103127,6.009601713,0.219451331,0.329314163,12.17256654,0.0330823,25.05486693,97.24690118,0.9935755,3.169176996,0.420411502,11.29451331,"(6,9]"
3341.688952,6.030775563,0.218241396,0.327801746,12.11206982,0.033263791,25.17586036,97.79137161,0.993609681,3.167362095,0.421318953,11.28241396,"(6,9]"
3317.886945,6.08816056,0.215591972,0.324489965,11.93551832,0.033661204,25.4408028,98.7632112,0.9936151,3.163387958,0.423306021,11.25591972,"(6,9]"
4004.617858,6.398578017,0.319857802,0.3,3.360504741,0.037690366,32.30963362,85.97156034,0.990405087,3.270284397,0.623238534,12.26334871,"(6,9]"
4048.50269,6.346747989,0.314674799,0.3,3.135907953,0.0385542,31.44579982,84.93495978,0.990469011,3.280650402,0.619783199,12.14241197,"(6,9]"
4040.466506,6.358893167,0.315889317,0.3,3.188537056,0.038351781,31.64821945,85.17786333,0.990454032,3.278221367,0.620592878,12.17075072,"(6,9]"
523.7522191,6.848787515,0.184878751,0.365363746,1.546362544,0.03702425,34.02424971,106.1212485,0.992458631,3.266333734,0.565606243,11.00484994,"(6,9]"
705.5451544,6.878092588,0.187809259,0.356572224,1.634277763,0.036438148,33.43814825,103.1907412,0.99285425,3.234098154,0.550953706,10.88762965,"(6,9]"
173.3194621,6.760530063,0.178026503,0.38,1.419734968,0.036815902,33.61855222,111.1973497,0.99172106,3.306185522,0.582106013,11.23946994,"(6,9]"
2821.831846,6.982159297,0.356431859,0.32,9.929575253,0.043572744,36.4647789,128.6807086,0.993336241,3.081971684,0.330892035,11.75352211,"(6,9]"
3111.449639,6.826572351,0.386014147,0.337342765,7.752083652,0.023321544,37.86713824,132.7342765,0.992306006,3.168042442,0.425385207,11.96014147,"(6,9]"
2844.550002,6.973504761,0.354700952,0.32,9.871157137,0.042880381,36.20514283,127.5556189,0.993247099,3.078077142,0.331324762,11.77948572,"(6,9]"
298.1008794,6.269832672,0.256983267,0.259311023,1.702608244,0.031862205,32.90501985,105.4655511,0.9912,3.304655511,0.433016733,11.21638779,"(6,9]"
627.0284228,6.092382053,0.300380897,0.335857019,3.744520988,0.035452388,24.4714327,100.3762084,0.991098096,3.370952243,0.415095224,11.70190449,"(6,9]"
676.391167,6.518945765,0.27431627,0.308945765,2.463177933,0.038378915,28.65240715,103.5897622,0.991181054,3.32568373,0.408105423,11.56210847,"(6,9]"
583.8661449,6.77920341,0.28,0.276039829,2.281194885,0.036603983,37.1681364,116.7721194,0.992177212,3.389800853,0.465840682,11.04159318,"(6,9]"
634.3672311,6.9,0.28,0.271722806,2.071286563,0.036631696,42.2297075,121.6316956,0.992554059,3.415980119,0.483683044,10.81722806,"(6,9]"
556.9305382,6.839976943,0.277427583,0.268285056,2.039976943,0.035485517,41.39976943,119.6280444,0.992479954,3.409710333,0.485712639,10.82572417,"(6,9]"
2291.475153,7.20457189,0.238857027,0.327359935,13.11268498,0.052022859,44.68915186,228.8045719,0.998785657,3.163451373,0.499771405,9.041371567,"(6,9]"
2150.372739,6.80771134,0.353927606,0.403758992,13.81108362,0.048906025,31.7180756,215.3156472,0.999119638,3.160337228,0.503758992,8.84530126,"(6,9]"
2245.891985,7.281053716,0.219736571,0.31665248,12.99031405,0.052405269,46.18054746,228.8810537,0.998712999,3.154273554,0.495947314,9.064316115,"(6,9]"
4660.298582,6.206964133,0.170696413,0.350696413,5.28707259,0.035497498,31,111.4328608,0.993341943,3.298607173,0.58,10.3104462,"(6,9]"
4518.583142,6.266018731,0.18490281,0.310946722,4.232289281,0.036075234,33.07523413,114.8300937,0.992873862,3.34490281,0.575849532,10.5027898,"(6,9]"
4667.028274,6.075706855,0.162429315,0.337570685,6.075706855,0.034485863,30.75706855,113.2712056,0.993642712,3.32,0.58,10.14595114,"(6,9]"
905.7392096,5.692241494,0.301756421,0.182693963,1.307758506,0.03315517,36.49784854,106.9956971,0.991298383,3.452327552,0.402693963,10.73060373,"(6,9]"
825.7699317,5.637789185,0.38289846,0.213778919,1.6,0.042091259,28.6645243,97.27377822,0.992709447,3.525732649,0.445668378,10.11889459,"(6,9]"
944.6740535,5.406200198,0.41531001,0.183799802,1.6,0.03775996,26.44198215,86.75996034,0.992522896,3.526979584,0.416200198,10.08680278,"(6,9]"
878.6714421,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"(6,9]"
1181.993019,7.1,0.238976612,0.314204678,2.2,0.041056726,28.57953223,133.466081,0.993405673,3.281134513,0.610567256,10.52157901,"(6,9]"
852.6381922,6.913105537,0.191310554,0.348034169,1.732763843,0.036065528,32.67236157,103.6211075,0.993140171,3.209344723,0.541965831,10.74757785,"(6,9]"
2998.952041,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"(6,9]"
3000.442998,6.707957167,0.18,0.28,10.16817133,0.039,29,114.8408567,0.99463987,3.11,0.45,10.9,"(6,9]"
2998.926252,6.73456247,0.18,0.28,10.06175012,0.039,29,114.3087506,0.994472256,3.11,0.45,10.9,"(6,9]"
1115.789475,6.402196138,0.128404013,0.29,5.780821664,0.041912154,24.04392275,99.17569101,0.991982431,3.231976524,0.321976524,11.99121545,"(6,9]"
1152.156141,6.445067427,0.130858766,0.293605394,5.46692687,0.041729595,24.27040456,98.90986515,0.991801703,3.21738112,0.33261888,12.02704046,"(6,9]"
1338.808949,6.793300277,0.176129036,0.321464022,2.506947643,0.039640198,26.35980166,98.21339945,0.990269479,3.119875922,0.430124078,12.23598017,"(6,9]"
475.1979151,6.487877885,0.315690246,0.261548771,1.456902457,0.036430975,35.84512286,125.7239017,0.989713805,3.216734177,0.394141474,12.31380491,"(6,9]"
707.6222514,6.772092427,0.312532306,0.277338468,1.425323064,0.036746769,34.26615318,126.9870775,0.989650646,3.163049208,0.375193838,12.25064613,"(6,9]"
158.7644887,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,"(6,9]"
948.0685669,7.142242779,0.164224278,0.345215027,1.2,0.043211214,19.09907495,101.1943364,0.99235215,3.168448556,0.432672834,11.06336417,"(6,9]"
1187.029311,7.24128759,0.197613723,0.336969928,1.434849639,0.04693562,18.45836507,114.2309192,0.992152274,3.176515036,0.48,11.06515036,"(6,9]"
1177.981815,7.3,0.191658463,0.29,1.355446177,0.040113846,18.60646253,133.2846139,0.991761138,3.238861544,0.487772309,11.18341537,"(6,9]"
284.1955133,6.097793454,0.310055164,0.578896727,4.998620909,0.038966902,35.92828725,113.8896727,0.990900552,3.300661964,0.599007054,12.29724182,"(6,9]"
858.9477431,6.527052364,0.297188429,0.541565287,5.640578545,0.039854105,32.58358109,112.7188429,0.991625989,3.34697576,0.591458953,12.25729476,"(6,9]"
622.3444739,6.35192041,0.302442388,0.557327163,5.377880615,0.039503841,33.98463672,113.2442388,0.991328265,3.327711245,0.594961592,12.27480796,"(6,9]"
829.4845692,7.892836773,0.256790807,0.310716323,8.883954033,0.035767908,35.62464353,120.8022983,0.9952,3.139828049,0.385358161,10.25358161,"(6,9]"
1894.32281,8.152308216,0.218153427,0.303845892,9.739986379,0.043107603,46.48455514,148.5845211,0.996344603,3.035230822,0.427230141,10.14769178,"(6,9]"
1252.663315,8.017760388,0.225559903,0.298223961,8.727799515,0.035455599,37.81080679,128.6100243,0.9952,3.099227874,0.379111981,10.19111981,"(6,9]"
3585.396341,6.083321027,0.318324719,0.298332103,3.016678973,0.036833949,31.1675281,127.3357946,0.989256694,3.294988924,0.398332103,13.04996308,"(6,9]"
3333.375982,6.013666312,0.321366631,0.3,2.050329431,0.033409989,39.49670569,139.5400639,0.989133666,3.292733262,0.417266738,12.84099894,"(6,9]"
4245.834382,6.002759533,0.310551907,0.27082786,2.319316731,0.041834428,19.30354863,120.1103813,0.989511721,3.319724047,0.409724047,12.71103813,"(6,9]"
3748.460629,6,0.281667673,0.293611279,2.666646534,0.038110977,38.44451155,143.2777442,0.989324439,3.245278952,0.400833837,12.8,"(6,9]"
4121.155811,6.089676562,0.268967656,0.29,3.159784374,0.039804313,35.50539064,142.8043125,0.989457935,3.205053906,0.381032344,12.8,"(6,9]"
4311.000734,6.227913156,0.282791316,0.29,3.251942104,0.037961158,33.20144741,140.9611579,0.989485583,3.182014474,0.367208684,12.8,"(6,9]"
2947.548481,6.496109641,0.356926024,0.273463012,5.875095777,0.031712054,45.3268494,149.0583554,0.992198055,3.276926024,0.450194518,11.46926024,"(6,9]"
2918.755904,6.630424493,0.3479717,0.26898585,5.584080264,0.030145048,45.55070749,147.0436326,0.992265212,3.2679717,0.443478775,11.379717,"(6,9]"
2901.855562,6.706666639,0.342888891,0.266444445,5.41888895,0.029255556,45.67777773,145.9000004,0.992303333,3.262888891,0.439666668,11.32888891,"(6,9]"
2970.749911,5.845303442,0.292817935,0.312265172,2.767955164,0.04492269,25.22651721,145.0718976,0.990821767,3.426408967,0.718674139,11.97348279,"(6,9]"
2696.202171,6.087311777,0.262537645,0.318208908,2.166420985,0.040791092,29.10445396,146.8433191,0.990862909,3.407164368,0.676642099,11.91268822,"(6,9]"
3194.429941,6.296212967,0.245568055,0.318270216,2.038382711,0.039902762,37.40532417,124.0542436,0.990727892,3.340757407,0.564595678,11.86919136,"(6,9]"
